Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Power,Temp_diff,Tool_wear_squared
302.4,311.5,1590.0,39.9,58,0,0,0,0,0,0,False,True,False,63441.0,9.100000000000023,3364
302.4,311.4,1508.0,41.2,60,0,0,0,0,0,0,False,False,True,62129.600000000006,9.0,3600
302.2,311.2,1544.0,43.6,63,0,0,0,0,0,0,False,False,True,67318.40000000001,9.0,3969
302.2,311.2,1451.0,41.8,66,0,0,0,0,0,0,False,True,False,60651.799999999996,9.0,4356
302.3,311.2,1758.0,24.4,68,0,0,0,0,0,0,False,True,False,42895.2,8.899999999999977,4624
302.3,311.2,1507.0,47.7,70,0,0,0,0,0,0,False,False,True,71883.90000000001,8.899999999999977,4900
302.3,311.1,1543.0,37.5,73,0,0,0,0,0,0,True,False,False,57862.5,8.800000000000011,5329
302.3,311.2,1505.0,36.7,78,0,0,0,0,0,0,False,False,True,55233.50000000001,8.899999999999977,6084
302.3,311.2,1786.0,24.3,81,0,0,0,0,0,0,False,True,False,43399.8,8.899999999999977,6561
302.3,311.3,1457.0,44.5,83,0,0,0,0,0,0,False,True,False,64836.5,9.0,6889
302.4,311.3,1312.0,61.5,85,0,0,0,0,0,0,False,False,True,80688.0,8.900000000000034,7225
302.3,311.2,1405.0,47.7,88,0,0,0,0,0,0,False,False,True,67018.5,8.899999999999977,7744
302.2,311.2,1377.0,43.0,91,0,0,0,0,0,0,False,False,True,59211.0,9.0,8281
302.2,311.2,1347.0,49.8,94,0,0,0,0,0,0,False,False,True,67080.59999999999,9.0,8836
302.2,311.1,1470.0,39.6,97,0,0,0,0,0,0,False,True,False,58212.0,8.900000000000034,9409
302.2,311.2,1873.0,24.0,99,0,0,0,0,0,0,False,False,True,44952.0,9.0,9801
302.2,311.1,1434.0,58.6,102,0,0,0,0,0,0,False,False,True,84032.40000000001,8.900000000000034,10404
302.2,311.1,1628.0,30.6,105,0,0,0,0,0,0,True,False,False,49816.8,8.900000000000034,11025
302.2,311.1,1351.0,48.6,110,0,0,0,0,0,0,False,True,False,65658.6,8.900000000000034,12100
302.3,311.2,1454.0,43.8,112,0,0,0,0,0,0,False,False,True,63685.2,8.899999999999977,12544
302.2,311.2,1663.0,29.6,115,0,0,0,0,0,0,False,False,True,49224.8,9.0,13225
302.3,311.2,1401.0,49.7,118,0,0,0,0,0,0,False,True,False,69629.7,8.899999999999977,13924
302.4,311.3,1503.0,38.2,120,0,0,0,0,0,0,False,True,False,57414.600000000006,8.900000000000034,14400
302.4,311.4,1564.0,35.0,122,0,0,0,0,0,0,False,True,False,54740.0,9.0,14884
302.5,311.4,1759.0,24.6,124,0,0,0,0,0,0,False,True,False,43271.4,8.899999999999977,15376
302.5,311.4,1409.0,53.1,126,0,0,0,0,0,0,False,True,False,74817.90000000001,8.899999999999977,15876
302.6,311.4,1738.0,25.8,128,0,0,0,0,0,0,False,True,False,44840.4,8.799999999999955,16384
302.5,311.3,1393.0,47.5,130,0,0,0,0,0,0,True,False,False,66167.5,8.800000000000011,16900
302.5,311.1,1499.0,38.8,135,0,0,0,0,0,0,False,True,False,58161.2,8.600000000000023,18225
302.5,311.1,1493.0,39.0,137,0,0,0,0,0,0,False,True,False,58227.0,8.600000000000023,18769
302.4,311.1,1652.0,33.9,139,0,0,0,0,0,0,False,True,False,56002.799999999996,8.700000000000045,19321
302.3,311.1,1589.0,29.9,141,0,0,0,0,0,0,False,True,False,47511.1,8.800000000000011,19881
302.4,311.1,1520.0,42.2,143,0,0,0,0,0,0,False,True,False,64144.00000000001,8.700000000000045,20449
302.3,311.1,1455.0,40.3,145,0,0,0,0,0,0,True,False,False,58636.49999999999,8.800000000000011,21025
302.2,311.0,1463.0,46.8,150,0,0,0,0,0,0,False,True,False,68468.4,8.800000000000011,22500
302.3,311.0,1442.0,43.7,152,0,0,0,0,0,0,False,True,False,63015.4,8.699999999999989,23104
302.3,311.0,1329.0,51.5,154,0,0,0,0,0,0,False,True,False,68443.5,8.699999999999989,23716
302.3,311.1,1546.0,33.1,156,0,0,0,0,0,0,False,True,False,51172.600000000006,8.800000000000011,24336
302.2,311.1,1516.0,33.7,158,0,0,0,0,0,0,False,False,True,51089.200000000004,8.900000000000034,24964
302.2,311.0,1476.0,47.4,161,0,0,0,0,0,0,False,False,True,69962.4,8.800000000000011,25921
302.3,311.0,1412.0,47.0,164,0,0,0,0,0,0,False,True,False,66364.0,8.699999999999989,26896
302.3,310.9,1377.0,46.8,166,1,0,1,0,0,0,False,True,False,64443.6,8.599999999999966,27556
302.4,311.0,1490.0,37.1,168,0,0,0,0,0,0,False,False,True,55279.0,8.600000000000023,28224
302.3,311.0,1526.0,37.7,171,0,0,0,0,0,0,False,False,True,57530.200000000004,8.699999999999989,29241
302.3,311.0,1428.0,47.9,174,0,0,0,0,0,0,False,True,False,68401.2,8.699999999999989,30276
302.4,311.0,1329.0,54.6,176,0,0,0,0,0,0,False,True,False,72563.40000000001,8.600000000000023,30976
302.4,311.1,1443.0,51.8,178,0,0,0,0,0,0,False,False,True,74747.4,8.700000000000045,31684
302.3,311.1,1373.0,53.0,181,0,0,0,0,0,0,False,True,False,72769.0,8.800000000000011,32761
302.3,311.1,1630.0,35.6,183,0,0,0,0,0,0,False,True,False,58028.0,8.800000000000011,33489
302.2,311.0,1555.0,34.2,185,0,0,0,0,0,0,False,True,False,53181.00000000001,8.800000000000011,34225
302.2,311.0,1436.0,47.0,187,0,0,0,0,0,0,False,False,True,67492.0,8.800000000000011,34969
302.3,311.0,1609.0,31.0,190,0,0,0,0,0,0,False,True,False,49879.0,8.699999999999989,36100
302.3,311.0,1384.0,49.7,192,0,0,0,0,0,0,False,False,True,68784.8,8.699999999999989,36864
302.4,311.1,1448.0,44.8,195,0,0,0,0,0,0,False,True,False,64870.399999999994,8.700000000000045,38025
302.4,311.1,1887.0,22.4,197,0,0,0,0,0,0,False,False,True,42268.799999999996,8.700000000000045,38809
302.4,311.1,1480.0,45.7,200,0,0,0,0,0,0,False,False,True,67636.0,8.700000000000045,40000
302.5,311.1,1850.0,23.3,203,0,0,0,0,0,0,True,False,False,43105.0,8.600000000000023,41209
302.5,311.1,1538.0,36.8,208,0,0,0,0,0,0,False,True,False,56598.399999999994,8.600000000000023,43264
302.4,311.1,1721.0,30.1,210,0,0,0,0,0,0,False,False,True,51802.100000000006,8.700000000000045,44100
302.4,311.1,1366.0,54.4,0,0,0,0,0,0,0,False,False,True,74310.4,8.700000000000045,0
302.3,311.0,1657.0,31.1,3,0,0,0,0,0,0,False,True,False,51532.700000000004,8.699999999999989,9
302.4,311.1,1446.0,42.9,5,0,0,0,0,0,0,False,True,False,62033.4,8.700000000000045,25
302.3,310.8,1465.0,43.8,7,0,0,0,0,0,0,False,True,False,64166.99999999999,8.5,49
302.2,310.8,1827.0,23.8,9,0,0,0,0,0,0,False,True,False,43482.6,8.600000000000023,81
302.2,310.8,1397.0,47.6,11,0,0,0,0,0,0,True,False,False,66497.2,8.600000000000023,121
302.2,310.8,1744.0,29.7,16,0,0,0,0,0,0,False,True,False,51796.799999999996,8.600000000000023,256
302.3,310.9,1545.0,36.7,18,0,0,0,0,0,0,False,True,False,56701.50000000001,8.599999999999966,324
302.3,310.9,1587.0,36.6,20,0,0,0,0,0,0,False,True,False,58084.200000000004,8.599999999999966,400
302.3,310.8,1377.0,47.3,22,1,0,1,0,0,0,False,True,False,65132.1,8.5,484
302.3,310.8,1511.0,48.1,24,0,0,0,0,0,0,False,True,False,72679.1,8.5,576
302.3,310.8,1650.0,32.4,26,0,0,0,0,0,0,False,True,False,53460.0,8.5,676
302.3,310.9,1412.0,48.9,28,0,0,0,0,0,0,False,True,False,69046.8,8.599999999999966,784
302.3,311.0,1528.0,43.1,30,0,0,0,0,0,0,False,True,False,65856.8,8.699999999999989,900
302.3,310.9,1459.0,35.0,32,0,0,0,0,0,0,False,True,False,51065.0,8.599999999999966,1024
302.3,310.9,1379.0,49.3,34,1,0,1,0,0,0,False,True,False,67984.7,8.599999999999966,1156
302.2,310.8,1356.0,48.3,36,0,0,0,0,0,0,False,False,True,65494.799999999996,8.600000000000023,1296
302.1,310.8,1409.0,41.3,39,0,0,0,0,0,0,False,False,True,58191.7,8.699999999999989,1521
302.1,310.8,1504.0,37.5,42,0,0,0,0,0,0,False,False,True,56400.0,8.699999999999989,1764
302.1,310.8,1622.0,36.8,45,0,0,0,0,0,0,False,True,False,59689.6,8.699999999999989,2025
302.1,310.8,1786.0,25.7,47,0,0,0,0,0,0,False,True,False,45900.2,8.699999999999989,2209
302.2,310.9,1506.0,34.0,49,0,0,0,0,0,0,False,True,False,51204.0,8.699999999999989,2401
302.1,310.9,1895.5,23.1,51,0,0,0,0,0,0,False,False,True,43786.05,8.799999999999955,2601
302.2,310.9,1771.0,27.6,54,0,0,0,0,0,0,False,False,True,48879.600000000006,8.699999999999989,2916
302.2,310.9,1488.0,44.2,57,0,0,0,0,0,0,False,False,True,65769.6,8.699999999999989,3249
302.2,310.9,1531.0,37.5,60,0,0,0,0,0,0,False,True,False,57412.5,8.699999999999989,3600
302.3,310.9,1529.0,33.4,62,0,0,0,0,0,0,False,True,False,51068.6,8.599999999999966,3844
302.4,311.0,1580.0,36.5,64,0,0,0,0,0,0,False,False,True,57670.0,8.600000000000023,4096
302.3,310.9,1360.0,44.0,67,1,0,1,0,0,0,False,False,True,59840.0,8.599999999999966,4489
302.3,311.0,1546.0,35.5,70,0,0,0,0,0,0,False,False,True,54883.0,8.699999999999989,4900
302.3,310.9,1762.0,24.5,73,0,0,0,0,0,0,False,False,True,43169.0,8.599999999999966,5329
302.2,310.8,1350.0,56.6,76,0,0,0,0,0,0,False,True,False,76410.0,8.600000000000023,5776
302.2,310.8,1562.0,38.1,78,0,0,0,0,0,0,False,False,True,59512.200000000004,8.600000000000023,6084
302.1,310.7,1608.0,30.3,81,0,0,0,0,0,0,False,False,True,48722.4,8.599999999999966,6561
302.0,310.6,1392.0,50.0,84,0,0,0,0,0,0,False,True,False,69600.0,8.600000000000023,7056
302.0,310.6,1467.0,44.9,86,0,0,0,0,0,0,False,True,False,65868.3,8.600000000000023,7396
302.1,310.6,1326.0,59.1,88,1,0,1,0,0,0,False,False,True,78366.6,8.5,7744
302.2,310.7,1769.0,24.9,91,0,0,0,0,0,0,False,True,False,44048.1,8.5,8281
302.1,310.6,1459.0,47.6,93,0,0,0,0,0,0,False,True,False,69448.40000000001,8.5,8649
302.1,310.6,1421.0,52.0,95,0,0,0,0,0,0,False,False,True,73892.0,8.5,9025
302.1,310.7,1491.0,42.8,98,0,0,0,0,0,0,False,True,False,63814.799999999996,8.599999999999966,9604
302.2,310.7,1567.0,36.4,100,0,0,0,0,0,0,False,True,False,57038.799999999996,8.5,10000
302.3,310.8,1421.0,41.4,102,0,0,0,0,0,0,False,True,False,58829.4,8.5,10404
302.3,310.9,1596.0,33.5,104,0,0,0,0,0,0,False,True,False,53466.0,8.599999999999966,10816
302.4,311.0,1464.0,44.2,106,0,0,0,0,0,0,False,False,True,64708.8,8.600000000000023,11236
302.3,310.9,1581.0,36.1,109,0,0,0,0,0,0,False,False,True,57074.100000000006,8.599999999999966,11881
302.3,310.9,1620.0,30.3,112,0,0,0,0,0,0,False,True,False,49086.0,8.599999999999966,12544
302.2,310.7,1413.0,48.9,114,0,0,0,0,0,0,True,False,False,69095.7,8.5,12996
302.3,310.8,1438.0,43.8,119,0,0,0,0,0,0,True,False,False,62984.399999999994,8.5,14161
302.4,310.9,1469.0,41.6,124,0,0,0,0,0,0,False,False,True,61110.4,8.5,15376
302.3,310.8,1762.0,27.8,127,0,0,0,0,0,0,False,False,True,48983.6,8.5,16129
302.3,310.9,1366.0,48.4,130,1,0,1,0,0,0,True,False,False,66114.4,8.599999999999966,16900
302.3,310.9,1891.0,22.7,135,0,0,0,0,0,0,False,True,False,42925.7,8.599999999999966,18225
302.3,310.9,1742.0,29.7,137,0,0,0,0,0,0,False,False,True,51737.4,8.599999999999966,18769
302.2,310.9,1465.0,43.5,140,0,0,0,0,0,0,False,False,True,63727.5,8.699999999999989,19600
302.3,311.0,1541.0,36.6,143,0,0,0,0,0,0,False,False,True,56400.600000000006,8.699999999999989,20449
302.3,311.1,1295.0,57.1,146,0,0,0,0,0,0,False,False,True,73944.5,8.800000000000011,21316
302.3,311.1,1435.0,43.1,149,0,0,0,0,0,0,False,False,True,61848.5,8.800000000000011,22201
302.4,311.2,1466.0,43.9,152,0,0,0,0,0,0,False,True,False,64357.4,8.800000000000011,23104
302.4,311.2,1450.0,47.9,154,0,0,0,0,0,0,False,True,False,69455.0,8.800000000000011,23716
302.4,311.1,1880.0,24.5,156,0,0,0,0,0,0,False,True,False,46060.0,8.700000000000045,24336
302.3,311.0,1578.0,33.5,158,0,0,0,0,0,0,False,False,True,52863.0,8.699999999999989,24964
302.4,311.0,1610.0,33.1,161,0,0,0,0,0,0,False,True,False,53291.0,8.600000000000023,25921
302.4,311.1,1565.0,42.8,163,0,0,0,0,0,0,False,True,False,66982.0,8.700000000000045,26569
302.5,311.2,1545.0,40.1,165,0,0,0,0,0,0,False,True,False,61954.5,8.699999999999989,27225
302.5,311.2,1227.0,60.1,167,0,0,0,0,0,0,False,True,False,73742.7,8.699999999999989,27889
302.4,311.1,1484.0,45.9,169,0,0,0,0,0,0,False,True,False,68115.59999999999,8.700000000000045,28561
302.3,311.0,1591.0,32.7,171,0,0,0,0,0,0,False,True,False,52025.700000000004,8.699999999999989,29241
302.3,310.9,1403.0,47.2,173,0,0,0,0,0,0,False,True,False,66221.6,8.599999999999966,29929
302.3,311.0,1450.0,45.7,175,0,0,0,0,0,0,False,False,True,66265.0,8.699999999999989,30625
302.3,310.9,1720.0,28.1,178,0,0,0,0,0,0,False,True,False,48332.0,8.599999999999966,31684
302.3,311.0,1561.0,37.2,180,0,0,0,0,0,0,False,True,False,58069.200000000004,8.699999999999989,32400
302.3,311.0,1421.0,41.3,182,0,0,0,0,0,0,False,False,True,58687.299999999996,8.699999999999989,33124
302.2,310.9,1415.0,48.4,185,0,0,0,0,0,0,True,False,False,68486.0,8.699999999999989,34225
302.3,310.9,1895.5,19.7,190,0,0,0,0,0,0,False,True,False,37341.35,8.599999999999966,36100
302.4,311.0,1486.0,40.4,192,0,0,0,0,0,0,False,True,False,60034.4,8.600000000000023,36864
302.4,311.0,1338.0,67.19999999999999,194,1,0,0,1,1,0,False,True,False,89913.59999999999,8.600000000000023,37636
302.4,311.1,1578.0,32.3,196,0,0,0,0,0,0,True,False,False,50969.399999999994,8.700000000000045,38416
302.4,311.2,1330.0,58.6,201,0,0,0,0,0,0,False,False,True,77938.0,8.800000000000011,40401
302.4,311.2,1506.0,40.8,204,0,0,0,0,0,0,True,False,False,61444.799999999996,8.800000000000011,41616
302.5,311.4,1559.0,37.6,209,0,0,0,0,0,0,False,True,False,58618.4,8.899999999999977,43681
302.6,311.5,1599.0,37.0,211,0,0,0,0,0,0,False,True,False,59163.0,8.899999999999977,44521
302.6,311.5,1427.0,38.9,213,0,0,0,0,0,0,False,True,False,55510.299999999996,8.899999999999977,45369
302.5,311.5,1481.0,41.1,215,0,0,0,0,0,0,False,False,True,60869.1,9.0,46225
302.5,311.5,1496.0,43.8,218,0,0,0,0,0,0,True,False,False,65524.799999999996,9.0,47524
302.5,311.4,1674.0,27.0,223,0,0,0,0,0,0,False,True,False,45198.0,8.899999999999977,49729
302.5,311.4,1629.0,31.7,225,0,0,0,0,0,0,False,False,True,51639.299999999996,8.899999999999977,50625
302.6,311.5,1629.0,34.4,228,1,1,0,0,0,0,True,False,False,56037.6,8.899999999999977,51984
302.6,311.6,1311.0,53.2,0,0,0,0,0,0,0,False,True,False,69745.2,9.0,0
302.7,311.6,1895.5,12.800000000000011,2,1,0,0,1,0,0,False,False,True,24262.400000000023,8.900000000000034,4
302.7,311.7,1759.0,29.9,5,0,0,0,0,0,0,False,False,True,52594.1,9.0,25
302.7,311.7,1480.0,45.2,8,0,0,0,0,0,0,False,True,False,66896.0,9.0,64
302.7,311.8,1461.0,46.1,10,0,0,0,0,0,0,False,True,False,67352.1,9.100000000000023,100
302.7,311.8,1728.0,30.0,12,0,0,0,0,0,0,False,False,True,51840.0,9.100000000000023,144
302.7,311.9,1389.0,46.5,15,0,0,0,0,0,0,False,True,False,64588.5,9.199999999999989,225
302.6,311.8,1638.0,35.1,17,0,0,0,0,0,0,False,True,False,57493.8,9.199999999999989,289
302.6,311.7,1254.0,54.1,19,0,0,0,0,0,0,False,True,False,67841.40000000001,9.099999999999966,361
302.6,311.8,1427.0,50.1,21,0,0,0,0,0,0,False,True,False,71492.7,9.199999999999989,441
302.6,311.8,1627.0,31.8,23,0,0,0,0,0,0,False,True,False,51738.6,9.199999999999989,529
302.6,311.7,1471.0,48.3,25,0,0,0,0,0,0,True,False,False,71049.3,9.099999999999966,625
302.6,311.7,1773.0,27.1,30,0,0,0,0,0,0,False,True,False,48048.3,9.099999999999966,900
302.6,311.7,1430.0,51.7,32,0,0,0,0,0,0,False,False,True,73931.0,9.099999999999966,1024
302.5,311.6,1595.0,29.5,35,0,0,0,0,0,0,False,True,False,47052.5,9.100000000000023,1225
302.5,311.5,1521.0,44.1,37,0,0,0,0,0,0,False,True,False,67076.1,9.0,1369
302.5,311.6,1419.0,43.7,39,0,0,0,0,0,0,False,True,False,62010.3,9.100000000000023,1521
302.4,311.4,1534.0,40.1,41,0,0,0,0,0,0,False,False,True,61513.4,9.0,1681
302.5,311.5,1626.0,36.0,44,0,0,0,0,0,0,True,False,False,58536.0,9.0,1936
302.5,311.5,1677.0,29.2,49,0,0,0,0,0,0,False,True,False,48968.4,9.0,2401
302.4,311.3,1392.0,50.5,51,0,0,0,0,0,0,False,True,False,70296.0,8.900000000000034,2601
302.4,311.2,1448.0,50.5,53,0,0,0,0,0,0,False,True,False,73124.0,8.800000000000011,2809
302.3,311.2,1895.5,22.9,55,0,0,0,0,0,0,False,True,False,43406.95,8.899999999999977,3025
302.4,311.2,1404.0,52.0,57,0,0,0,0,0,0,False,True,False,73008.0,8.800000000000011,3249
302.3,311.2,1386.0,53.5,59,0,0,0,0,0,0,False,True,False,74151.0,8.899999999999977,3481
302.2,311.1,1418.0,47.0,61,0,0,0,0,0,0,False,True,False,66646.0,8.900000000000034,3721
302.3,311.1,1338.0,53.3,63,0,0,0,0,0,0,False,False,True,71315.4,8.800000000000011,3969
302.3,311.2,1549.0,40.6,66,0,0,0,0,0,0,False,True,False,62889.4,8.899999999999977,4356
302.3,311.2,1432.0,42.7,68,0,0,0,0,0,0,False,False,True,61146.4,8.899999999999977,4624
302.3,311.2,1546.0,40.0,71,0,0,0,0,0,0,False,False,True,61840.0,8.899999999999977,5041
302.2,311.2,1627.0,33.2,74,0,0,0,0,0,0,False,False,True,54016.4,9.0,5476
302.2,311.1,1640.0,32.8,77,0,0,0,0,0,0,False,False,True,53791.99999999999,8.900000000000034,5929
302.1,311.1,1423.0,36.8,80,0,0,0,0,0,0,False,False,True,52366.399999999994,9.0,6400
302.1,311.0,1711.0,28.7,83,0,0,0,0,0,0,False,False,True,49105.7,8.899999999999977,6889
302.1,311.1,1450.0,51.6,86,0,0,0,0,0,0,False,False,True,74820.0,9.0,7396
302.2,311.1,1553.0,34.1,89,0,0,0,0,0,0,True,False,False,52957.3,8.900000000000034,7921
302.2,311.1,1630.0,34.6,94,0,0,0,0,0,0,False,True,False,56398.0,8.900000000000034,8836
302.2,311.1,1476.0,39.6,96,0,0,0,0,0,0,True,False,False,58449.6,8.900000000000034,9216
302.2,311.1,1426.0,50.6,101,0,0,0,0,0,0,True,False,False,72155.6,8.900000000000034,10201
302.2,311.2,1561.0,34.9,106,0,0,0,0,0,0,False,False,True,54478.899999999994,9.0,11236
302.3,311.2,1297.0,62.5,109,0,0,0,0,0,0,False,True,False,81062.5,8.899999999999977,11881
302.3,311.2,1842.0,23.9,111,0,0,0,0,0,0,False,False,True,44023.799999999996,8.899999999999977,12321
302.3,311.2,1633.0,36.4,114,0,0,0,0,0,0,False,True,False,59441.2,8.899999999999977,12996
302.3,311.3,1744.0,30.3,116,0,0,0,0,0,0,True,False,False,52843.200000000004,9.0,13456
302.4,311.4,1831.0,26.9,121,0,0,0,0,0,0,False,True,False,49253.899999999994,9.0,14641
302.3,311.3,1339.0,50.8,123,0,0,0,0,0,0,False,False,True,68021.2,9.0,15129
302.4,311.4,1475.0,40.4,126,0,0,0,0,0,0,False,True,False,59590.0,9.0,15876
302.4,311.4,1675.0,29.6,128,0,0,0,0,0,0,False,False,True,49580.0,9.0,16384
302.5,311.5,1493.0,35.1,131,0,0,0,0,0,0,False,True,False,52404.3,9.0,17161
302.5,311.5,1700.0,29.5,133,0,0,0,0,0,0,False,True,False,50150.0,9.0,17689
302.6,311.6,1453.0,37.0,135,0,0,0,0,0,0,False,True,False,53761.0,9.0,18225
302.6,311.7,1542.0,34.1,137,0,0,0,0,0,0,False,True,False,52582.200000000004,9.099999999999966,18769
302.5,311.5,1358.0,52.7,139,0,0,0,0,0,0,False,False,True,71566.6,9.0,19321
302.5,311.5,1655.0,32.3,142,0,0,0,0,0,0,True,False,False,53456.49999999999,9.0,20164
302.6,311.5,1885.0,27.5,147,0,0,0,0,0,0,False,True,False,51837.5,8.899999999999977,21609
302.7,311.5,1494.0,41.4,149,0,0,0,0,0,0,False,True,False,61851.6,8.800000000000011,22201
302.6,311.4,1757.0,29.5,151,0,0,0,0,0,0,False,False,True,51831.5,8.799999999999955,22801
302.6,311.4,1718.0,31.2,154,0,0,0,0,0,0,False,False,True,53601.6,8.799999999999955,23716
302.5,311.4,1636.0,35.0,157,0,0,0,0,0,0,False,False,True,57260.0,8.899999999999977,24649
302.6,311.6,1638.0,29.6,160,0,0,0,0,0,0,False,True,False,48484.8,9.0,25600
302.6,311.5,1609.0,36.0,162,0,0,0,0,0,0,False,True,False,57924.0,8.899999999999977,26244
302.7,311.5,1556.0,35.0,164,0,0,0,0,0,0,True,False,False,54460.0,8.800000000000011,26896
302.6,311.5,1442.0,59.8,169,1,0,0,1,0,0,False,True,False,86231.59999999999,8.899999999999977,28561
302.7,311.6,1501.0,38.8,171,0,0,0,0,0,0,False,False,True,58238.799999999996,8.900000000000034,29241
302.6,311.6,1895.5,19.2,174,0,0,0,0,0,0,False,False,True,36393.6,9.0,30276
302.7,311.7,1784.0,25.1,177,0,0,0,0,0,0,False,False,True,44778.4,9.0,31329
302.6,311.6,1895.5,22.4,180,0,0,0,0,0,0,False,True,False,42459.2,9.0,32400
302.6,311.6,1576.0,34.7,182,0,0,0,0,0,0,False,True,False,54687.200000000004,9.0,33124
302.6,311.6,1518.0,39.0,184,0,0,0,0,0,0,False,False,True,59202.0,9.0,33856
302.6,311.6,1227.0,67.19999999999999,187,1,0,0,0,1,0,False,False,True,82454.39999999998,9.0,34969
302.5,311.5,1895.5,18.8,190,0,0,0,0,0,0,False,True,False,35635.4,9.0,36100
302.5,311.5,1802.0,26.4,192,0,0,0,0,0,0,False,True,False,47572.799999999996,9.0,36864
302.5,311.5,1603.0,32.4,194,0,0,0,0,0,0,False,True,False,51937.2,9.0,37636
302.5,311.6,1400.0,54.0,196,0,0,0,0,0,0,False,True,False,75600.0,9.100000000000023,38416
302.3,311.5,1395.0,54.2,198,0,0,0,0,0,0,False,True,False,75609.0,9.199999999999989,39204
302.2,311.4,1895.5,19.9,200,0,0,0,0,0,0,False,True,False,37720.45,9.199999999999989,40000
302.2,311.4,1398.0,47.2,202,0,0,0,0,0,0,False,False,True,65985.6,9.199999999999989,40804
302.3,311.4,1333.0,66.7,205,1,0,0,1,1,0,False,True,False,88911.1,9.099999999999966,42025
302.2,311.2,1381.0,49.4,207,0,0,0,0,0,0,False,True,False,68221.4,9.0,42849
302.2,311.3,1570.0,36.1,0,0,0,0,0,0,0,False,True,False,56677.0,9.100000000000023,0
302.2,311.3,1658.0,31.0,2,0,0,0,0,0,0,False,False,True,51398.0,9.100000000000023,4
302.2,311.3,1749.0,29.2,5,0,0,0,0,0,0,True,False,False,51070.799999999996,9.100000000000023,25
302.2,311.3,1510.0,37.1,10,0,0,0,0,0,0,False,False,True,56021.0,9.100000000000023,100
302.3,311.5,1384.0,50.8,13,0,0,0,0,0,0,False,True,False,70307.2,9.199999999999989,169
302.3,311.4,1570.0,37.2,15,0,0,0,0,0,0,False,True,False,58404.00000000001,9.099999999999966,225
302.3,311.4,1571.0,32.7,17,0,0,0,0,0,0,False,False,True,51371.700000000004,9.099999999999966,289
302.3,311.4,1476.0,37.3,20,0,0,0,0,0,0,False,True,False,55054.799999999996,9.099999999999966,400
302.3,311.4,1484.0,39.5,22,0,0,0,0,0,0,False,False,True,58618.0,9.099999999999966,484
302.3,311.4,1895.5,23.2,25,0,0,0,0,0,0,False,False,True,43975.6,9.099999999999966,625
302.3,311.5,1448.0,49.6,28,0,0,0,0,0,0,False,True,False,71820.8,9.199999999999989,784
302.3,311.4,1500.0,40.2,30,0,0,0,0,0,0,False,False,True,60300.00000000001,9.099999999999966,900
302.2,311.4,1510.0,44.9,33,0,0,0,0,0,0,False,True,False,67799.0,9.199999999999989,1089
302.2,311.3,1378.0,55.5,35,0,0,0,0,0,0,False,True,False,76479.0,9.100000000000023,1225
302.2,311.4,1538.0,37.4,37,0,0,0,0,0,0,False,False,True,57521.2,9.199999999999989,1369
302.2,311.4,1390.0,48.1,40,0,0,0,0,0,0,False,True,False,66859.0,9.199999999999989,1600
302.2,311.4,1642.0,32.1,42,0,0,0,0,0,0,False,False,True,52708.200000000004,9.199999999999989,1764
302.4,311.5,1785.0,24.8,45,0,0,0,0,0,0,False,True,False,44268.0,9.100000000000023,2025
302.3,311.5,1526.0,38.2,47,0,0,0,0,0,0,True,False,False,58293.200000000004,9.199999999999989,2209
302.3,311.6,1668.0,33.2,52,0,0,0,0,0,0,False,False,True,55377.600000000006,9.300000000000011,2704
302.3,311.5,1507.0,37.5,55,0,0,0,0,0,0,False,True,False,56512.5,9.199999999999989,3025
302.3,311.5,1530.0,37.8,57,0,0,0,0,0,0,False,True,False,57833.99999999999,9.199999999999989,3249
302.3,311.4,1479.0,45.6,59,0,0,0,0,0,0,False,False,True,67442.40000000001,9.099999999999966,3481
302.3,311.4,1418.0,41.3,62,0,0,0,0,0,0,False,False,True,58563.399999999994,9.099999999999966,3844
302.3,311.4,1504.0,38.7,65,0,0,0,0,0,0,False,True,False,58204.8,9.099999999999966,4225
302.3,311.4,1345.0,47.6,67,0,0,0,0,0,0,False,False,True,64022.0,9.099999999999966,4489
302.2,311.4,1625.0,35.4,70,0,0,0,0,0,0,True,False,False,57525.0,9.199999999999989,4900
302.3,311.4,1511.0,34.7,75,0,0,0,0,0,0,False,True,False,52431.700000000004,9.099999999999966,5625
302.3,311.4,1535.0,41.8,77,0,0,0,0,0,0,False,True,False,64162.99999999999,9.099999999999966,5929
302.4,311.5,1505.0,37.9,79,0,0,0,0,0,0,False,True,False,57039.5,9.100000000000023,6241
302.4,311.5,1540.0,43.7,81,0,0,0,0,0,0,True,False,False,67298.0,9.100000000000023,6561
302.3,311.4,1372.0,46.0,86,0,0,0,0,0,0,True,False,False,63112.0,9.099999999999966,7396
302.2,311.3,1510.0,36.6,91,0,0,0,0,0,0,False,False,True,55266.0,9.100000000000023,8281
302.2,311.3,1382.0,46.4,94,0,0,0,0,0,0,False,True,False,64124.799999999996,9.100000000000023,8836
302.3,311.3,1439.0,41.8,96,0,0,0,0,0,0,False,True,False,60150.2,9.0,9216
302.2,311.3,1375.0,47.0,98,0,0,0,0,0,0,False,False,True,64625.0,9.100000000000023,9604
